"","date","year","treatment","treatment_status","drought","ndvi_mean","ndvi_median","ndvi_stdDev","blocktype","unitno","sat","ndmi_mean","ndmi_median","ndmi_stdDev","ndwi_mean","ndwi_median","ndwi_stdDev","month"
"44",2008-07-24,2008,"Control","Pre-Treatment","Abnormally Dry",0.257258633931978,0.261249279602784,0.0159663301057764,"UB-Control","20","LE07",0.157635211386836,0.170809406044348,0.0343716164317238,-0.248693217908377,-0.249592678059829,0.0113537347919952,7
"45",2008-07-24,2008,"Thin","Pre-Treatment","Abnormally Dry",0.271668048287381,0.272783687943262,0.0114791151628006,"UB-Variable","10","LE07",0.18965868497411,0.184643061574945,0.0255899686876044,-0.258654578047624,-0.258191465841256,0.0100385657210391,7
"46",2008-07-24,2008,"Thin","Pre-Treatment","Abnormally Dry",0.268989218100244,0.268658047258136,0.00971495861746412,"UB-Variable","8","LE07",0.175824784683315,0.175421043855261,0.0196069906826819,-0.255848294086918,-0.255037370514446,0.00769596880387899,7
"47",2008-07-24,2008,"Thin","Pre-Treatment","Abnormally Dry",0.27429785218515,0.272117662836962,0.0122713925456661,"UB-Variable","5","LE07",0.19352694624181,0.191413842643455,0.0197628140739066,-0.258709414055215,-0.258279902719434,0.0110257716187427,7
"48",2008-07-24,2008,"Thin","Pre-Treatment","Abnormally Dry",0.256359354784919,0.257759306746839,0.0177412410126286,"UB-Variable","21","LE07",0.164115318680969,0.162347208804133,0.0277252054023048,-0.247148674014171,-0.24762027824439,0.0142993108604032,7
"49",2008-08-09,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.258638003762227,0.259142671974817,0.0169647818722371,"B-Even","1","LE07",0.195703190749121,0.200534878537999,0.0203073828583941,-0.244479291946487,-0.244737323814754,0.0160763835744058,8
"50",2008-08-09,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.252658949707708,0.258384927174736,0.0197803206751492,"B-Even","17","LE07",0.158602040824371,0.170360712733594,0.0390455299643086,-0.24482521413616,-0.245904558404558,0.0141016499862638,8
"51",2008-08-09,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.256734843698295,0.258407946901866,0.0262272994966706,"B-Even","23","LE07",0.173631491143068,0.180744240992321,0.0350464685221279,-0.24466809971009,-0.242686842915585,0.0191701028726953,8
"52",2008-08-09,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.268409632541182,0.269950124688279,0.0167570127557605,"B-Even","13","LE07",0.195234938444582,0.196038372712738,0.0291390460541735,-0.257771760879049,-0.263065514063803,0.0156721325235907,8
"53",2008-08-09,2008,"Thin","Pre-Treatment","Abnormally Dry",0.244597703626999,0.25055720653789,0.0308022701941374,"UB-Even","9","LE07",0.156549496117906,0.171283289308846,0.0533021623616551,-0.236573027957819,-0.241703614134086,0.0214188842909284,8
"54",2008-08-09,2008,"Thin","Pre-Treatment","Abnormally Dry",0.259691018529568,0.25993210386274,0.0139793233069051,"UB-Even","11","LE07",0.174912289871846,0.171622371059255,0.0291558309347535,-0.249856296760433,-0.249684514151794,0.0106952557868797,8
"55",2008-08-09,2008,"Thin","Pre-Treatment","Abnormally Dry",0.26503492430183,0.261994002998501,0.012343817857391,"UB-Even","4","LE07",0.199899985814871,0.197887616545862,0.0167547660168934,-0.252249945286779,-0.2498901822204,0.012692211957229,8
"56",2008-08-09,2008,"Thin","Pre-Treatment","Abnormally Dry",0.252702396425608,0.258422806368012,0.0173801434725107,"UB-Even","24","LE07",0.184244640197229,0.192218387816992,0.0237714836976294,-0.240407168743463,-0.243865602765164,0.0156462227227251,8
"57",2008-08-09,2008,"Burn","Pre-Treatment","Abnormally Dry",0.268581969535506,0.269712899312576,0.0143628469153671,"B-Control","3","LE07",0.185689510934556,0.188751232477387,0.0223372303266204,-0.255115527799429,-0.254940272658644,0.0138344431173783,8
"58",2008-08-09,2008,"Burn","Pre-Treatment","Abnormally Dry",0.245038463288336,0.245027436725697,0.0123811408054454,"B-Control","19","LE07",0.154789192191276,0.158587135306922,0.0234919320925766,-0.237334126352916,-0.236884330593983,0.00957251779791561,8
"59",2008-08-09,2008,"Burn","Pre-Treatment","Abnormally Dry",0.251959187971582,0.253175428287303,0.0150220917680615,"B-Control","16","LE07",0.161033570115476,0.163635539394137,0.0283473225476802,-0.241481337714366,-0.240835169856376,0.011360145279722,8
"60",2008-08-09,2008,"Burn","Pre-Treatment","Abnormally Dry",0.258153936882491,0.261265320836337,0.0195857059654796,"B-Control","14","LE07",0.181500383570919,0.18780573025856,0.030862232128115,-0.248048198065459,-0.248692646991951,0.0163039778151726,8
"61",2008-08-09,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.271956467892374,0.271852420896423,0.0117423087876892,"B-Variable","2","LE07",0.199053336792259,0.200998560350472,0.0176495194158315,-0.259725751592529,-0.260185640870354,0.0116782859341602,8
"62",2008-08-09,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.254325102118071,0.261175198269647,0.020586124297987,"B-Variable","15","LE07",0.170895028299386,0.176191082262102,0.0302062323255308,-0.242480305379095,-0.245987757990759,0.015744323025901,8
"63",2008-08-09,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.244187622800866,0.244121145575991,0.0181906449331559,"B-Variable","18","LE07",0.156636716234166,0.158609079696851,0.0272590000682036,-0.235389250473563,-0.235547806937053,0.0121054868124437,8
"64",2008-08-09,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.253079086800449,0.252097774534841,0.0182965450399605,"B-Variable","22","LE07",0.177386815020925,0.180227359816068,0.024790186292394,-0.240068367106267,-0.241268135411069,0.0158321846875974,8
"65",2008-08-09,2008,"Control","Pre-Treatment","Abnormally Dry",0.257337742981939,0.258247191011236,0.0165462817687911,"UB-Control","7","LE07",0.170046527328138,0.172754691689008,0.0339416062172783,-0.247315668474362,-0.247769028871391,0.0134722713457992,8
"66",2008-08-09,2008,"Control","Pre-Treatment","Abnormally Dry",0.256956321880286,0.257954341182815,0.0130527440870859,"UB-Control","12","LE07",0.168528916647114,0.171587030716724,0.0267139058841632,-0.246675968864793,-0.245664480186899,0.010806095906126,8
"67",2008-08-09,2008,"Control","Pre-Treatment","Abnormally Dry",0.270457889719613,0.26962303994249,0.0127443377555036,"UB-Control","6","LE07",0.195590988964484,0.197665749418372,0.023844192704088,-0.255455221260943,-0.254795737122558,0.0104540823740324,8
"68",2008-08-09,2008,"Control","Pre-Treatment","Abnormally Dry",0.250654998171705,0.253011503223219,0.0171271429702111,"UB-Control","20","LE07",0.156969449225189,0.163418076112494,0.0368471729835272,-0.243120205244266,-0.244512675465257,0.0134457777230628,8
"69",2008-08-09,2008,"Thin","Pre-Treatment","Abnormally Dry",0.265326589495374,0.265117960770135,0.0124342999055687,"UB-Variable","10","LE07",0.19047927804337,0.193281609685395,0.0234950102123653,-0.251143547440146,-0.250852109247045,0.0104360316656899,8
"70",2008-08-09,2008,"Thin","Pre-Treatment","Abnormally Dry",0.262493792817722,0.26161611609356,0.00815184826177654,"UB-Variable","8","LE07",0.178824917864552,0.180847922379245,0.0167959380402832,-0.250422222159193,-0.250256822546786,0.00683787580416057,8
"71",2008-08-09,2008,"Thin","Pre-Treatment","Abnormally Dry",0.262580063082576,0.259989906867918,0.0145948639480102,"UB-Variable","5","LE07",0.191308468447309,0.192583264579443,0.0184978597368116,-0.248380017819444,-0.245956146657081,0.0133417574417086,8
"72",2008-08-09,2008,"Thin","Pre-Treatment","Abnormally Dry",0.251469872005171,0.250256914346991,0.0175788388682852,"UB-Variable","21","LE07",0.165529445334906,0.16616863713135,0.026176433898898,-0.241025297010216,-0.241212555411275,0.014659764829745,8
"73",2008-08-25,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.2546250407099,0.258200958736723,0.0160325762159074,"B-Even","1","LE07",0.198163593295444,0.198653198653199,0.0165126590294009,-0.241303014494905,-0.243278384026004,0.0151675890400959,8
"74",2008-08-25,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.235326067788514,0.232519866459773,0.0149370339787702,"B-Even","17","LE07",0.134299616164379,0.143330716217395,0.0345767302445277,-0.23743720621086,-0.234380043343939,0.0134198495120765,8
"75",2008-08-25,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.26022648971872,0.260547945205479,0.0272415399948623,"B-Even","23","LE07",0.179292234880646,0.18643635125936,0.0374115624322231,-0.249211743083019,-0.248195852745044,0.0210586941738904,8
"76",2008-08-25,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.270232135146215,0.270210561605693,0.0175928903330932,"B-Even","13","LE07",0.193847763955955,0.19526680783966,0.0248998246808099,-0.257498533632089,-0.259013748099602,0.0162029887628815,8
"77",2008-08-25,2008,"Thin","Pre-Treatment","Abnormally Dry",0.24632218739562,0.252697903147616,0.0286456344822335,"UB-Even","9","LE07",0.161723153232928,0.172464078919151,0.0498500660339401,-0.238498759732141,-0.244113635884638,0.0195120050424556,8
"78",2008-08-25,2008,"Thin","Pre-Treatment","Abnormally Dry",0.262465312356457,0.260197528677089,0.013607960852961,"UB-Even","11","LE07",0.181974108179143,0.177403538691111,0.0284584812321452,-0.253643903408694,-0.254687152081942,0.0125448138709846,8
"79",2008-08-25,2008,"Thin","Pre-Treatment","Abnormally Dry",0.266289557015034,0.265048098946404,0.0133439739226688,"UB-Even","4","LE07",0.201349301754484,0.199793539507076,0.0179439463199505,-0.250622505836486,-0.253048500962684,0.013503382438685,8
"80",2008-08-25,2008,"Thin","Pre-Treatment","Abnormally Dry",0.247801713823453,0.246066474257518,0.0220030659436718,"UB-Even","24","LE07",0.181448589905326,0.18643635125936,0.0268270478172849,-0.237091881089591,-0.242595859251694,0.0187593983158696,8
"81",2008-08-25,2008,"Burn","Pre-Treatment","Abnormally Dry",0.264299432174148,0.265048098946404,0.0162489047629715,"B-Control","3","LE07",0.20020243522467,0.198617695272695,0.0142615192491145,-0.25355002651991,-0.253734053661416,0.0142962262290825,8
"82",2008-08-25,2008,"Burn","Pre-Treatment","Abnormally Dry",0.241611974696423,0.241288681644765,0.0157952893118674,"B-Control","19","LE07",0.156555584008266,0.164403205398566,0.0280874209804342,-0.238206089663029,-0.236640537513998,0.0131904261309146,8
"83",2008-08-25,2008,"Burn","Pre-Treatment","Abnormally Dry",0.266363553697498,0.279770571365542,0.0232192039124493,"B-Control","16","LE07",0.199922824846749,0.209692217866378,0.0329232916783576,-0.250379146470704,-0.25992528885414,0.0201637610934486,8
"84",2008-08-25,2008,"Burn","Pre-Treatment","Abnormally Dry",0.263488006081747,0.259887526505024,0.0139285384643143,"B-Control","14","LE07",0.189637030612662,0.189968215265381,0.0244203904618149,-0.2522079426771,-0.248492600036543,0.0117988683621798,8
"85",2008-08-25,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.276582359179893,0.278831460674157,0.0145940364712545,"B-Variable","2","LE07",0.200124004182067,0.200819158273081,0.016875143078607,-0.261586393482304,-0.263889499846039,0.0127944819247895,8
"86",2008-08-25,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.257358792982846,0.2597953351157,0.0200795790443092,"B-Variable","15","LE07",0.178207782130318,0.178981393228627,0.0292105909960638,-0.245758725083779,-0.248344219613575,0.015126778772064,8
"87",2008-08-25,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.246403098976329,0.244648875125239,0.0180006942853493,"B-Variable","18","LE07",0.163292864303543,0.166601298644703,0.028232541293765,-0.238489830377627,-0.238491788110109,0.0145470848924159,8
"88",2008-08-25,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.281115086226676,0.287178804420184,0.0213338016554789,"B-Variable","22","LE07",0.216516040783435,0.222868707310903,0.0206312822777842,-0.262861077905545,-0.271826353869765,0.0170447773449197,8
"89",2008-08-25,2008,"Control","Pre-Treatment","Abnormally Dry",0.256777126707,0.26025334396315,0.0154152353686941,"UB-Control","7","LE07",0.17177546331848,0.176804855998967,0.0295815393128501,-0.245408587951061,-0.246135977843295,0.0128513258607404,8
"90",2008-08-25,2008,"Control","Pre-Treatment","Abnormally Dry",0.259567077667268,0.261028404420495,0.0128760401292268,"UB-Control","12","LE07",0.17640274218163,0.176683313242638,0.0262981098554195,-0.24692267360991,-0.245276211950395,0.0111128156152372,8
"91",2008-08-25,2008,"Control","Pre-Treatment","Abnormally Dry",0.262525949713525,0.261177330227885,0.00888266435394978,"UB-Control","6","LE07",0.188671184185972,0.19537175916006,0.0236200796906879,-0.25164496254841,-0.250123246537893,0.00830296967936403,8
"92",2008-08-25,2008,"Control","Pre-Treatment","Abnormally Dry",0.257025608999649,0.263368271451412,0.0178361225083436,"UB-Control","20","LE07",0.165312373950339,0.178380187416332,0.0376450455491657,-0.250025098633042,-0.253006580440209,0.012890350323461,8
"93",2008-08-25,2008,"Thin","Pre-Treatment","Abnormally Dry",0.264557994463953,0.263948116560057,0.0122513924432317,"UB-Variable","10","LE07",0.192166974390994,0.19142458454903,0.0248168371827342,-0.252678053204299,-0.250821273195419,0.0111110257477992,8
"94",2008-08-25,2008,"Thin","Pre-Treatment","Abnormally Dry",0.259619769593694,0.258447241394866,0.0109720548542973,"UB-Variable","8","LE07",0.178710488251488,0.179556650246305,0.0182611904294804,-0.247566905972082,-0.248315954599982,0.00987342143560407,8
"95",2008-08-25,2008,"Thin","Pre-Treatment","Abnormally Dry",0.254677678637878,0.254556529072764,0.0114081304161477,"UB-Variable","5","LE07",0.186713236959288,0.184621510418971,0.0176212251557997,-0.242285037512526,-0.244752060470835,0.0113168789761095,8
"96",2008-08-25,2008,"Thin","Pre-Treatment","Abnormally Dry",0.252418643853258,0.255001559506305,0.0192771565526051,"UB-Variable","21","LE07",0.170956352567876,0.171165293973742,0.0260697357326722,-0.244770981921891,-0.246007520460075,0.0162905737662001,8
"97",2008-09-10,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.253352518654619,0.254101416853095,0.017031291407285,"B-Even","1","LE07",0.205479960196227,0.205978086462201,0.0139991665124071,-0.235362069249036,-0.237035674880471,0.0163263456425641,9
"98",2008-09-10,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.260280336498867,0.265208297019348,0.0223052786291128,"B-Even","17","LE07",0.179325831729106,0.189545800558234,0.041045758854368,-0.251232262671816,-0.251407609622931,0.0169325748523132,9
"99",2008-09-10,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.245145692583192,0.245624571036376,0.0196196372172391,"B-Even","23","LE07",0.174158137637888,0.181627534026893,0.027655945803244,-0.232338138239583,-0.23597381485875,0.0156634315975374,9
"100",2008-09-10,2008,"Thin & Burn","Pre-Treatment","Abnormally Dry",0.269054068284367,0.270534020059637,0.0191662001913145,"B-Even","13","LE07",0.204700907623038,0.203929545281407,0.025563839996042,-0.254744064899643,-0.255057928410859,0.0191077860743467,9
"101",2008-09-10,2008,"Thin","Pre-Treatment","Abnormally Dry",0.251885501417573,0.250689464975179,0.0288050708376861,"UB-Even","9","LE07",0.1799858353174,0.183448750483892,0.0483280760801615,-0.23969826541899,-0.24261584319393,0.0204891553692095,9
"102",2008-09-10,2008,"Thin","Pre-Treatment","Abnormally Dry",0.264966386407168,0.266794454598137,0.017340704490174,"UB-Even","11","LE07",0.193071313188661,0.198242439906953,0.0300077035358602,-0.251686284624174,-0.249456190724789,0.0141541768475083,9
"103",2008-09-10,2008,"Thin","Pre-Treatment","Abnormally Dry",0.258088979971255,0.256969861280557,0.0162685435576158,"UB-Even","4","LE07",0.208586383267034,0.207115290777625,0.0166037888551324,-0.244015978682691,-0.242818428184282,0.0163351419556035,9
"104",2008-09-10,2008,"Thin","Pre-Treatment","Abnormally Dry",0.245130294427638,0.245053557229057,0.0232267754120557,"UB-Even","24","LE07",0.189457004969789,0.192727272727273,0.0250335472840432,-0.229170161292207,-0.226531182996178,0.0224917254300194,9
"105",2008-09-10,2008,"Burn","Pre-Treatment","Abnormally Dry",0.256346886075994,0.254101416853095,0.0116005921049672,"B-Control","3","LE07",0.206234541109496,0.212390940336653,0.0128553114925992,-0.238934262541724,-0.237035674880471,0.0125419333194816,9
"106",2008-09-10,2008,"Burn","Pre-Treatment","Abnormally Dry",0.251135071961278,0.2578195624661,0.0186571492133461,"B-Control","19","LE07",0.174387945796342,0.184371807967314,0.0271673396818222,-0.239462367340817,-0.241063244729606,0.0159850466414867,9
"107",2008-09-10,2008,"Burn","Pre-Treatment","Abnormally Dry",0.251225417219748,0.254136008918618,0.0145565573330562,"B-Control","16","LE07",0.170628519704574,0.175737814564,0.0296721033876742,-0.242143304643094,-0.244424778761062,0.00991456787277442,9
