Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI
2002-09-24,0.00,100.00,46.62,0.00,0.00,0.00,147
2002-10-01,0.00,100.00,20.80,0.00,0.00,0.00,121
2002-10-08,0.00,100.00,12.01,0.00,0.00,0.00,112
2002-10-15,0.00,100.00,12.16,0.00,0.00,0.00,112
2002-10-22,0.00,100.00,12.55,0.00,0.00,0.00,113
2002-10-29,0.00,100.00,10.96,0.00,0.00,0.00,111
2002-11-05,0.00,100.00,38.06,10.98,0.00,0.00,149
2002-11-12,0.00,100.00,0.00,0.00,0.00,0.00,100
2002-11-19,0.00,100.00,0.00,0.00,0.00,0.00,100
2002-11-26,0.00,100.00,0.00,0.00,0.00,0.00,100
2002-12-03,0.00,100.00,0.00,0.00,0.00,0.00,100
2002-12-10,0.00,100.00,89.26,0.00,0.00,0.00,189
2002-12-17,42.19,57.81,0.00,0.00,0.00,0.00,58
2002-12-24,98.20,1.80,0.00,0.00,0.00,0.00,2
2002-12-31,92.66,7.34,0.00,0.00,0.00,0.00,7
2003-01-07,97.36,2.64,0.00,0.00,0.00,0.00,3
2003-01-14,92.96,7.04,0.00,0.00,0.00,0.00,7
2003-01-21,98.68,1.32,0.00,0.00,0.00,0.00,1
2003-01-28,98.20,1.80,0.00,0.00,0.00,0.00,2
2003-02-04,85.73,14.27,0.00,0.00,0.00,0.00,14
2003-02-11,68.63,31.37,0.59,0.00,0.00,0.00,32
2003-02-18,65.87,34.13,6.06,0.00,0.00,0.00,40
2003-02-25,69.43,30.57,6.75,0.00,0.00,0.00,37
2003-03-04,65.60,34.40,9.58,0.00,0.00,0.00,44
2003-03-11,0.00,100.00,16.51,0.00,0.00,0.00,117
2003-03-18,0.00,100.00,10.90,0.00,0.00,0.00,111
2003-03-25,0.00,100.00,5.80,0.00,0.00,0.00,106
2003-04-01,16.61,83.39,9.58,0.00,0.00,0.00,93
2003-04-08,32.39,67.61,10.08,0.00,0.00,0.00,78
2003-04-15,53.10,46.90,3.05,0.00,0.00,0.00,50
2003-04-22,80.33,19.67,0.00,0.00,0.00,0.00,20
2003-04-29,77.32,22.68,0.20,0.00,0.00,0.00,23
2003-05-06,67.54,32.46,2.07,0.00,0.00,0.00,35
2003-05-13,99.95,0.05,0.00,0.00,0.00,0.00,0
2003-05-20,99.25,0.75,0.00,0.00,0.00,0.00,1
2003-05-27,98.65,1.35,0.00,0.00,0.00,0.00,1
2003-06-03,96.57,3.43,0.00,0.00,0.00,0.00,3
2003-06-10,98.05,1.95,0.00,0.00,0.00,0.00,2
2003-06-17,99.60,0.40,0.00,0.00,0.00,0.00,0
2003-06-24,99.84,0.16,0.00,0.00,0.00,0.00,0
2003-07-01,99.48,0.52,0.00,0.00,0.00,0.00,1
2003-07-08,82.17,17.83,0.00,0.00,0.00,0.00,18
2003-07-15,78.02,21.98,0.00,0.00,0.00,0.00,22
2003-07-22,89.46,10.54,0.00,0.00,0.00,0.00,11
2003-07-29,88.68,11.32,0.00,0.00,0.00,0.00,11
2003-08-05,87.05,12.95,0.00,0.00,0.00,0.00,13
2003-08-12,91.07,8.93,0.00,0.00,0.00,0.00,9
2003-08-19,91.06,8.94,0.00,0.00,0.00,0.00,9
2003-08-26,82.99,17.01,0.00,0.00,0.00,0.00,17
2003-09-02,89.36,10.64,1.69,0.00,0.00,0.00,12
2003-09-09,89.52,10.48,0.00,0.00,0.00,0.00,10
2003-09-16,85.84,14.16,0.00,0.00,0.00,0.00,14
2003-09-23,88.19,11.81,0.00,0.00,0.00,0.00,12
2003-09-30,87.69,12.31,0.00,0.00,0.00,0.00,12
2003-10-07,86.06,13.94,0.00,0.00,0.00,0.00,14
2003-10-14,85.68,14.32,0.00,0.00,0.00,0.00,14
2003-10-21,97.98,2.02,0.00,0.00,0.00,0.00,2
2003-10-28,0.00,100.00,0.59,0.00,0.00,0.00,101
2003-11-04,67.92,32.08,1.26,0.00,0.00,0.00,33
2003-11-11,96.89,3.11,0.00,0.00,0.00,0.00,3
2003-11-18,89.63,10.37,0.00,0.00,0.00,0.00,10
2003-11-25,93.83,6.17,0.00,0.00,0.00,0.00,6
2003-12-02,82.44,17.56,0.00,0.00,0.00,0.00,18
2003-12-09,85.25,14.75,0.00,0.00,0.00,0.00,15
2003-12-16,78.07,21.93,0.00,0.00,0.00,0.00,22
2003-12-23,80.63,19.37,0.00,0.00,0.00,0.00,19
2003-12-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-01-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-01-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-01-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-01-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-02-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-02-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-02-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-02-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-03-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-03-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-03-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-03-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-03-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-04-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2004-04-13,0.00,100.00,0.00,0.00,0.00,0.00,100
2004-04-20,0.00,100.00,0.00,0.00,0.00,0.00,100
2004-04-27,0.00,100.00,0.86,0.00,0.00,0.00,101
2004-05-04,0.00,100.00,0.86,0.00,0.00,0.00,101
2004-05-11,0.00,100.00,0.86,0.00,0.00,0.00,101
2004-05-18,0.00,100.00,0.86,0.00,0.00,0.00,101
2004-05-25,0.00,100.00,8.48,0.00,0.00,0.00,108
2004-06-01,0.00,100.00,34.83,0.00,0.00,0.00,135
2004-06-08,0.00,100.00,32.50,0.00,0.00,0.00,133
2004-06-15,0.00,100.00,32.50,0.00,0.00,0.00,133
2004-06-22,0.00,100.00,34.06,0.00,0.00,0.00,134
2004-06-29,0.00,100.00,35.66,0.00,0.00,0.00,136
2004-07-06,0.00,100.00,41.46,0.00,0.00,0.00,141
2004-07-13,0.00,100.00,41.46,0.00,0.00,0.00,141
2004-07-20,0.00,100.00,44.27,0.65,0.00,0.00,145
2004-07-27,0.00,100.00,41.46,0.65,0.00,0.00,142
2004-08-03,0.00,100.00,41.46,0.65,0.00,0.00,142
2004-08-10,0.00,100.00,48.50,0.65,0.00,0.00,149
2004-08-17,0.00,100.00,48.50,0.65,0.00,0.00,149
2004-08-24,0.00,100.00,48.50,0.65,0.00,0.00,149
2004-08-31,0.00,100.00,48.50,0.65,0.00,0.00,149
2004-09-07,0.00,100.00,48.50,0.65,0.00,0.00,149
2004-09-14,0.00,100.00,40.72,0.65,0.00,0.00,141
2004-09-21,0.00,100.00,40.72,0.65,0.00,0.00,141
2004-09-28,0.00,100.00,40.72,0.65,0.00,0.00,141
2004-10-05,0.00,100.00,40.72,0.65,0.00,0.00,141
2004-10-12,0.00,100.00,40.72,0.65,0.00,0.00,141
2004-10-19,0.00,100.00,39.97,0.65,0.00,0.00,141
2004-10-26,0.00,100.00,0.53,0.00,0.00,0.00,101
2004-11-02,0.00,100.00,0.53,0.00,0.00,0.00,101
2004-11-09,0.00,100.00,0.53,0.00,0.00,0.00,101
2004-11-16,0.00,100.00,0.53,0.00,0.00,0.00,101
2004-11-23,0.00,100.00,0.53,0.00,0.00,0.00,101
2004-11-30,0.00,100.00,0.35,0.00,0.00,0.00,100
2004-12-07,0.00,100.00,0.00,0.00,0.00,0.00,100
2004-12-14,32.97,67.03,0.35,0.00,0.00,0.00,67
2004-12-21,32.97,67.03,0.35,0.00,0.00,0.00,67
2004-12-28,37.01,62.99,0.76,0.00,0.00,0.00,64
2005-01-04,80.88,19.12,0.00,0.00,0.00,0.00,19
2005-01-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-01-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-01-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-02-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-02-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-02-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-02-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-03-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-03-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-03-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-03-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-03-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-04-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-04-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-04-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-04-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-05-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-05-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-05-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-05-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-05-31,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-06-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-06-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-06-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-06-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-07-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-07-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-07-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-07-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-08-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-08-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-08-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-08-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-08-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-09-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-09-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-09-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-09-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-10-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-10-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-10-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-10-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-11-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-11-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-11-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-11-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-11-29,0.00,100.00,0.00,0.00,0.00,0.00,100
2005-12-06,99.02,0.98,0.00,0.00,0.00,0.00,1
2005-12-13,99.02,0.98,0.00,0.00,0.00,0.00,1
2005-12-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2005-12-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-01-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-01-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-01-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-01-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-01-31,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-02-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-02-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-02-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-02-28,91.96,8.04,0.00,0.00,0.00,0.00,8
2006-03-07,91.96,8.04,0.00,0.00,0.00,0.00,8
2006-03-14,98.28,1.72,0.00,0.00,0.00,0.00,2
2006-03-21,98.28,1.72,0.00,0.00,0.00,0.00,2
2006-03-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-04-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-04-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-04-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-04-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-05-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-05-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-05-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-05-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-05-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-06-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-06-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-06-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-06-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-07-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-07-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-07-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-07-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-08-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-08-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-08-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-08-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-08-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-09-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-09-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-09-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-09-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-31,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-11-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-11-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-11-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-11-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-12-05,96.05,3.95,0.00,0.00,0.00,0.00,4
2006-12-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-12-19,12.74,87.26,0.00,0.00,0.00,0.00,87
2006-12-26,12.74,87.26,0.00,0.00,0.00,0.00,87
2007-01-02,13.98,86.02,0.00,0.00,0.00,0.00,86
2007-01-09,14.63,85.37,0.00,0.00,0.00,0.00,85
2007-01-16,14.63,85.37,0.00,0.00,0.00,0.00,85
2007-01-23,0.00,100.00,45.55,0.00,0.00,0.00,146
2007-01-30,0.00,100.00,98.68,0.00,0.00,0.00,199
2007-02-06,0.00,100.00,98.68,0.00,0.00,0.00,199
2007-02-13,0.00,100.00,50.40,0.00,0.00,0.00,150
2007-02-20,0.00,100.00,79.88,0.00,0.00,0.00,180
2007-02-27,0.00,100.00,43.66,0.00,0.00,0.00,144
2007-03-06,0.00,100.00,43.66,0.00,0.00,0.00,144
2007-03-13,0.00,100.00,44.35,0.00,0.00,0.00,144
2007-03-20,0.00,100.00,44.35,0.00,0.00,0.00,144
2007-03-27,0.00,100.00,44.35,0.00,0.00,0.00,144
2007-04-03,0.00,100.00,34.39,0.00,0.00,0.00,134
2007-04-10,0.00,100.00,100.00,0.92,0.00,0.00,201
2007-04-17,0.00,100.00,100.00,59.79,0.00,0.00,260
2007-04-24,0.00,100.00,100.00,24.30,0.00,0.00,224
2007-05-01,0.00,100.00,100.00,24.30,0.00,0.00,224
2007-05-08,0.00,100.00,100.00,24.30,0.00,0.00,224
2007-05-15,0.00,100.00,100.00,52.51,0.00,0.00,253
2007-05-22,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-05-29,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-06-05,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-06-12,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-06-19,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-06-26,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-07-03,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-07-10,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-07-17,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-07-24,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-07-31,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-08-07,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-08-14,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-08-21,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-08-28,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-09-04,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-09-11,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-09-18,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-09-25,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-10-02,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-10-09,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-10-16,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-10-23,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-10-30,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-11-06,0.00,100.00,100.00,73.68,0.00,0.00,274
2007-11-13,0.00,100.00,100.00,72.02,0.00,0.00,272
2007-11-20,0.00,100.00,100.00,72.02,0.00,0.00,272
2007-11-27,0.00,100.00,100.00,72.02,0.00,0.00,272
2007-12-04,0.00,100.00,100.00,72.02,0.00,0.00,272
2007-12-11,0.00,100.00,100.00,72.02,0.00,0.00,272
2007-12-18,0.00,100.00,100.00,72.02,0.00,0.00,272
2007-12-25,0.00,100.00,100.00,72.02,0.00,0.00,272
2008-01-01,0.00,100.00,100.00,72.02,0.00,0.00,272
2008-01-08,0.00,100.00,100.00,0.00,0.00,0.00,200
2008-01-15,0.00,100.00,100.00,0.00,0.00,0.00,200
2008-01-22,0.00,100.00,100.00,0.00,0.00,0.00,200
2008-01-29,0.00,100.00,0.09,0.00,0.00,0.00,100
